"Country or Area","Year","Value"
"Norway","1995","3830.3600815188"
"Norway","1994","3800.43449077307"
"Norway","1993","3727.47975504"
"Norway","1992","3538.52635405246"
"Norway","1991","4071.86079474851"
"Norway","1990","4230.82764235769"
"Poland","2015","18989.1877833708"
"Poland","2014","19790.2884589987"
"Poland","2013","20202.327448941"
"Poland","2012","20116.8164085048"
"Poland","2011","20039.2591947795"
"Poland","2010","19707.8579338522"
"Poland","2009","20025.0878424156"
"Poland","2008","23179.29185476"
"Poland","2007","23746.8353551504"
"Poland","2006","22974.4359853921"
"Poland","2005","22476.0565933604"
"Poland","2004","22299.9537719857"
"Poland","2003","21795.5559976771"
"Poland","2002","21581.11866118"
"Poland","2001","22690.5481470994"
"Poland","2000","22533.3880966564"
"Poland","1999","22174.0306577726"
"Poland","1998","22895.5232383691"
"Poland","1997","23151.4143075891"
"Poland","1996","23247.8060069275"
"Poland","1995","23121.035699841"
"Poland","1994","22143.1897534574"
"Poland","1993","22210.7260918276"
"Poland","1992","21285.4482653957"
"Poland","1991","22842.4957383383"
"Poland","1990","27312.6485900907"
"Portugal","2015","3191.66989226908"
"Portugal","2014","3178.51632694149"
"Portugal","2013","3109.44525044699"
"Portugal","2012","3113.31445511033"
"Portugal","2011","3100.73866098514"
"Portugal","2010","3376.87643231792"
"Portugal","2009","3402.76143115772"
"Portugal","2008","3709.50072532382"
"Portugal","2007","3807.09531475602"
"Portugal","2006","3638.38495304225"
"Portugal","2005","3762.47693048695"
"Portugal","2004","3899.84530323795"
"Portugal","2003","3744.61790382783"
"Portugal","2002","4111.61656909145"
